                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.0962,                0.60135,                 1.1318,                0.95765,                0.92609,                0.97212,                0.67086,                 1.1504,                0.55671,                 1.2536,                0.00802,                0.00802,                0.00802
                     33,                 1.0933,                 0.5948,                 1.1329,                0.97084,                0.91451,                0.97351,                0.67756,                 1.1269,                0.55613,                   1.24,               0.007954,               0.007954,               0.007954
                     34,                 1.0774,                0.58917,                 1.1347,                0.96389,                0.93767,                0.97841,                0.67102,                 1.1383,                 0.5385,                  1.241,               0.007888,               0.007888,               0.007888
                     35,                 1.0944,                0.60297,                 1.1298,                0.95652,                0.94568,                0.97902,                0.68208,                 1.1224,                 0.5472,                 1.2323,               0.007822,               0.007822,               0.007822
                     36,                 1.0905,                0.59639,                 1.1341,                  0.973,                0.93049,                0.98026,                 0.6783,                  1.108,                0.55497,                 1.2134,               0.007756,               0.007756,               0.007756
                     37,                 1.0821,                0.58875,                  1.132,                0.97286,                0.92581,                0.97503,                0.67606,                 1.1236,                0.56308,                 1.2364,                0.00769,                0.00769,                0.00769
                     38,                 1.0762,                0.58728,                 1.1248,                0.96484,                0.94212,                0.97785,                0.68681,                  1.117,                0.55075,                 1.2387,               0.007624,               0.007624,               0.007624
                     39,                 1.0741,                0.57482,                  1.126,                0.96943,                 0.9318,                0.97591,                0.67512,                 1.1161,                0.55593,                 1.2283,               0.007558,               0.007558,               0.007558
                     40,                 1.0705,                0.57598,                 1.1263,                0.97348,                0.93589,                0.97779,                0.68396,                 1.1183,                0.54458,                 1.2291,               0.007492,               0.007492,               0.007492
                     41,                  1.067,                0.58109,                 1.1209,                0.96411,                0.93281,                0.97642,                0.68945,                 1.1221,                 0.5429,                 1.2363,               0.007426,               0.007426,               0.007426
                     42,                 1.0665,                0.57841,                 1.1249,                0.96425,                0.93676,                0.97684,                0.68551,                 1.1251,                0.55011,                 1.2411,                0.00736,                0.00736,                0.00736
                     43,                 1.0722,                0.57122,                 1.1273,                0.96913,                0.92876,                0.97715,                0.68153,                 1.1235,                0.53657,                 1.2373,               0.007294,               0.007294,               0.007294
                     44,                 1.0658,                0.57665,                 1.1256,                0.96528,                0.92698,                0.97065,                0.67754,                 1.1166,                0.54072,                 1.2291,               0.007228,               0.007228,               0.007228
                     45,                 1.0653,                0.57451,                 1.1248,                0.96211,                0.92711,                0.97707,                0.68598,                 1.1023,                0.54284,                 1.2249,               0.007162,               0.007162,               0.007162
                     46,                 1.0524,                0.56107,                 1.1204,                0.96239,                0.93413,                0.97668,                 0.6847,                  1.097,                0.52875,                 1.2271,               0.007096,               0.007096,               0.007096
                     47,                 1.0545,                0.57047,                  1.122,                0.96692,                0.93696,                0.97635,                 0.6913,                 1.0934,                0.52046,                 1.2217,                0.00703,                0.00703,                0.00703
                     48,                 1.0481,                0.56898,                 1.1117,                 0.9676,                0.93088,                0.97565,                0.69009,                 1.1052,                0.51472,                 1.2285,               0.006964,               0.006964,               0.006964
                     49,                 1.0507,                0.56373,                 1.1079,                0.96529,                0.94108,                0.97947,                0.69254,                 1.1014,                0.51717,                 1.2239,               0.006898,               0.006898,               0.006898
                     50,                 1.0556,                0.57176,                 1.1172,                0.95811,                0.94835,                0.97853,                0.69444,                 1.0966,                0.50783,                 1.2339,               0.006832,               0.006832,               0.006832
                     51,                  1.046,                0.55395,                 1.1116,                0.96186,                0.93767,                0.97567,                0.68949,                 1.0895,                0.51481,                 1.2293,               0.006766,               0.006766,               0.006766
                     52,                 1.0554,                0.56583,                 1.1161,                0.95834,                0.94236,                0.97726,                0.69756,                 1.0758,                0.52181,                 1.2115,                 0.0067,                 0.0067,                 0.0067
                     53,                 1.0468,                0.55755,                 1.1056,                0.97669,                0.93272,                0.97879,                0.69768,                  1.075,                0.51488,                 1.2166,               0.006634,               0.006634,               0.006634
                     54,                 1.0533,                 0.5606,                 1.1053,                0.96421,                0.93571,                0.97512,                0.69113,                 1.0863,                0.52238,                 1.2297,               0.006568,               0.006568,               0.006568
                     55,                 1.0475,                0.56268,                 1.1136,                0.96221,                0.93945,                0.97709,                0.70234,                 1.0762,                0.51143,                 1.2167,               0.006502,               0.006502,               0.006502
                     56,                 1.0384,                0.55798,                 1.1099,                0.95536,                0.95287,                0.98056,                0.69547,                 1.0857,                0.51161,                 1.2194,               0.006436,               0.006436,               0.006436
                     57,                 1.0479,                0.55567,                 1.1147,                0.96371,                  0.935,                0.97695,                0.69845,                 1.0698,                0.51671,                 1.2071,                0.00637,                0.00637,                0.00637
                     58,                 1.0437,                 0.5557,                 1.1063,                0.95852,                0.94643,                  0.981,                0.69834,                  1.067,                0.50937,                 1.1992,               0.006304,               0.006304,               0.006304
                     59,                 1.0414,                 0.5552,                 1.1102,                0.96593,                0.93418,                0.97862,                0.70324,                 1.0653,                0.50422,                 1.2101,               0.006238,               0.006238,               0.006238
                     60,                 1.0271,                0.55011,                 1.1058,                0.97406,                0.93617,                0.97803,                0.70052,                 1.0687,                0.51176,                 1.2178,               0.006172,               0.006172,               0.006172
                     61,                  1.032,                0.55513,                 1.1042,                 0.9584,                0.94835,                0.97817,                0.70114,                 1.0573,                0.50866,                 1.2041,               0.006106,               0.006106,               0.006106
                     62,                 1.0307,                 0.5513,                 1.1082,                0.96542,                0.94123,                 0.9779,                0.69821,                 1.0815,                0.50399,                 1.2141,                0.00604,                0.00604,                0.00604
                     63,                 1.0233,                0.53653,                 1.0955,                0.97141,                0.93803,                0.97515,                0.70365,                 1.0588,                 0.5042,                 1.2082,               0.005974,               0.005974,               0.005974
                     64,                 1.0243,                0.53469,                 1.1044,                 0.9733,                0.94141,                 0.9769,                0.69905,                 1.0757,                0.49573,                  1.222,               0.005908,               0.005908,               0.005908
                     65,                 1.0289,                0.54211,                 1.1038,                0.96429,                0.94835,                0.97985,                0.69849,                 1.0671,                0.50125,                 1.2111,               0.005842,               0.005842,               0.005842
                     66,                   1.03,                0.54299,                 1.0929,                0.96691,                0.95191,                0.98086,                0.70606,                 1.0597,                0.49847,                 1.2085,               0.005776,               0.005776,               0.005776
                     67,                 1.0167,                0.53706,                 1.0893,                0.96717,                0.94438,                0.97998,                0.70017,                 1.0596,                0.49948,                 1.2061,                0.00571,                0.00571,                0.00571
                     68,                 1.0055,                0.53116,                 1.0895,                0.96218,                0.95139,                 0.9808,                0.70465,                 1.0631,                0.49195,                 1.2109,               0.005644,               0.005644,               0.005644
                     69,                 1.0027,                0.53803,                 1.0885,                0.96982,                0.94479,                0.98124,                0.70508,                 1.0508,                0.48858,                 1.2114,               0.005578,               0.005578,               0.005578
                     70,                 1.0179,                 0.5326,                 1.0942,                0.96899,                0.94612,                0.97978,                0.70496,                 1.0492,                0.48692,                 1.2009,               0.005512,               0.005512,               0.005512
                     71,                 1.0172,                0.54213,                 1.0999,                0.96821,                0.94924,                0.97976,                0.70683,                 1.0575,                0.49025,                 1.2093,               0.005446,               0.005446,               0.005446
                     72,                  1.011,                0.53178,                  1.089,                0.96771,                0.94479,                0.97828,                0.70748,                 1.0471,                0.49039,                 1.2052,                0.00538,                0.00538,                0.00538
                     73,                 1.0047,                0.52952,                 1.0829,                0.96806,                0.94746,                0.98059,                0.70923,                 1.0555,                0.49172,                 1.2085,               0.005314,               0.005314,               0.005314
                     74,                0.99461,                0.52276,                 1.0838,                0.96227,                0.95386,                0.98149,                0.70938,                 1.0485,                0.48873,                 1.1983,               0.005248,               0.005248,               0.005248
                     75,                 1.0034,                0.52768,                 1.0863,                0.96793,                0.95102,                0.98273,                0.71455,                 1.0493,                0.48047,                 1.2052,               0.005182,               0.005182,               0.005182
                     76,                0.98893,                0.51877,                 1.0763,                0.96977,                0.94277,                0.97941,                0.71463,                 1.0416,                0.48398,                 1.1991,               0.005116,               0.005116,               0.005116
                     77,                0.99205,                0.51391,                 1.0849,                 0.9768,                0.94301,                0.98022,                0.71583,                 1.0486,                0.47649,                 1.2005,                0.00505,                0.00505,                0.00505
                     78,                0.99796,                0.51714,                 1.0814,                0.97247,                0.94373,                0.98278,                0.71231,                 1.0456,                0.47665,                 1.2033,               0.004984,               0.004984,               0.004984
                     79,                0.99158,                0.52785,                 1.0848,                0.97139,                0.94657,                 0.9795,                0.71352,                 1.0442,                0.48033,                 1.2008,               0.004918,               0.004918,               0.004918
                     80,                0.98785,                0.51162,                 1.0868,                0.96993,                0.94568,                0.98221,                 0.7168,                  1.039,                0.47421,                  1.198,               0.004852,               0.004852,               0.004852
                     81,                0.97402,                0.51036,                 1.0762,                0.97349,                0.94838,                0.98105,                0.71333,                  1.041,                 0.4714,                  1.199,               0.004786,               0.004786,               0.004786
                     82,                0.97944,                0.50691,                 1.0716,                0.97779,                0.94098,                0.97925,                0.71072,                 1.0391,                 0.4725,                 1.2007,                0.00472,                0.00472,                0.00472
                     83,                0.97314,                0.50931,                 1.0704,                0.97238,                0.94062,                0.97822,                0.71228,                 1.0469,                0.47695,                 1.2111,               0.004654,               0.004654,               0.004654
                     84,                0.97602,                0.51269,                 1.0735,                0.98137,                0.93813,                0.98192,                0.71578,                 1.0419,                 0.4722,                 1.2073,               0.004588,               0.004588,               0.004588
                     85,                0.96406,                0.50523,                 1.0674,                0.96438,                0.94924,                0.98199,                0.71459,                 1.0433,                 0.4717,                 1.2142,               0.004522,               0.004522,               0.004522
                     86,                0.96199,                0.50216,                 1.0696,                0.96811,                0.94613,                0.98257,                 0.7156,                  1.045,                0.47499,                 1.2141,               0.004456,               0.004456,               0.004456
                     87,                0.95562,                0.49676,                 1.0635,                0.97443,                0.94301,                0.98178,                0.71615,                 1.0454,                 0.4713,                 1.2168,                0.00439,                0.00439,                0.00439
                     88,                0.96672,                 0.5012,                 1.0735,                0.97141,                0.93791,                0.98221,                0.71486,                 1.0451,                0.46732,                  1.211,               0.004324,               0.004324,               0.004324
                     89,                0.96515,                 0.4985,                 1.0694,                0.97168,                0.94726,                0.97974,                0.70993,                 1.0453,                0.47473,                  1.208,               0.004258,               0.004258,               0.004258
                     90,                0.95688,                0.49741,                 1.0608,                 0.9781,                0.94034,                0.98018,                0.71036,                 1.0393,                0.46893,                 1.2033,               0.004192,               0.004192,               0.004192
                     91,                0.95466,                0.48634,                 1.0665,                0.97162,                 0.9451,                0.97924,                0.71615,                 1.0306,                0.46538,                 1.2036,               0.004126,               0.004126,               0.004126
                     92,                0.95347,                0.48956,                 1.0604,                0.97179,                0.93767,                0.97843,                 0.7177,                 1.0225,                0.46167,                 1.2023,                0.00406,                0.00406,                0.00406
                     93,                0.95513,                0.48911,                  1.059,                0.97441,                0.93589,                0.97939,                0.71848,                 1.0321,                0.47131,                 1.2025,               0.003994,               0.003994,               0.003994
                     94,                0.94631,                0.49215,                 1.0574,                0.96345,                0.95102,                 0.9788,                0.71622,                 1.0324,                0.46605,                 1.2029,               0.003928,               0.003928,               0.003928
                     95,                0.95842,                0.49129,                 1.0666,                0.97262,                 0.9491,                0.98046,                0.71331,                 1.0398,                0.47294,                 1.2044,               0.003862,               0.003862,               0.003862
                     96,                0.95034,                0.48736,                 1.0554,                0.97339,                0.94448,                0.98041,                0.72072,                 1.0341,                0.46616,                 1.2027,               0.003796,               0.003796,               0.003796
                     97,                0.94629,                 0.4847,                 1.0619,                0.97155,                0.94835,                0.98138,                 0.7224,                 1.0286,                0.46112,                 1.1955,                0.00373,                0.00373,                0.00373
                     98,                0.95123,                0.48549,                 1.0591,                0.97532,                0.94997,                0.98096,                 0.7196,                 1.0261,                0.45862,                 1.1936,               0.003664,               0.003664,               0.003664
                     99,                0.93731,                0.48685,                 1.0593,                0.96912,                0.95013,                0.98142,                0.72071,                 1.0287,                0.46014,                 1.1991,               0.003598,               0.003598,               0.003598
                    100,                0.93054,                0.47942,                 1.0512,                0.96183,                0.94835,                0.98125,                0.72323,                 1.0202,                0.45887,                 1.1895,               0.003532,               0.003532,               0.003532
                    101,                0.94003,                0.48466,                 1.0528,                0.96906,                0.94837,                0.98171,                0.72209,                 1.0239,                0.46427,                 1.1982,               0.003466,               0.003466,               0.003466
                    102,                0.93763,                0.48636,                 1.0535,                0.96643,                0.94837,                0.98138,                0.72285,                 1.0253,                0.46589,                 1.1957,                 0.0034,                 0.0034,                 0.0034
                    103,                0.93147,                0.48113,                 1.0534,                0.97065,                0.94568,                0.98133,                0.72277,                 1.0269,                0.46209,                 1.1956,               0.003334,               0.003334,               0.003334
                    104,                0.91875,                0.47515,                 1.0418,                0.96517,                0.94835,                0.98246,                0.72303,                 1.0284,                0.46598,                 1.1977,               0.003268,               0.003268,               0.003268
                    105,                0.93309,                0.48149,                 1.0555,                0.96629,                0.94835,                0.98016,                0.72208,                  1.031,                0.46343,                  1.199,               0.003202,               0.003202,               0.003202
                    106,                0.93605,                0.48228,                 1.0554,                0.96987,                0.94746,                0.97904,                0.71815,                 1.0327,                0.45807,                 1.2028,               0.003136,               0.003136,               0.003136
                    107,                0.91332,                 0.4707,                 1.0485,                0.96747,                0.94835,                0.97837,                 0.7196,                 1.0289,                0.45819,                 1.2006,                0.00307,                0.00307,                0.00307
                    108,                0.92109,                0.47371,                 1.0436,                0.96946,                0.94835,                0.97918,                0.72125,                 1.0268,                 0.4574,                 1.2004,               0.003004,               0.003004,               0.003004
                    109,                0.91508,                0.46953,                 1.0452,                0.97085,                0.94911,                0.98017,                0.71983,                 1.0269,                0.45873,                 1.2016,               0.002938,               0.002938,               0.002938
                    110,                0.90859,                 0.4635,                 1.0449,                0.97176,                0.93767,                0.97917,                0.71841,                 1.0247,                0.46082,                 1.2003,               0.002872,               0.002872,               0.002872
                    111,                 0.9252,                0.47224,                 1.0481,                0.96483,                0.95281,                0.98015,                0.72235,                 1.0242,                0.45592,                    1.2,               0.002806,               0.002806,               0.002806
                    112,                0.90173,                0.46396,                 1.0381,                0.96395,                0.95252,                0.97962,                0.72147,                 1.0242,                0.45385,                 1.2018,                0.00274,                0.00274,                0.00274
                    113,                0.91242,                0.46026,                 1.0389,                0.97246,                0.94746,                 0.9791,                0.72208,                  1.024,                0.45087,                 1.2043,               0.002674,               0.002674,               0.002674
                    114,                0.89805,                0.45923,                 1.0342,                0.97682,                0.93828,                0.98016,                0.72036,                 1.0292,                0.45484,                  1.208,               0.002608,               0.002608,               0.002608
                    115,                  0.908,                 0.4687,                 1.0386,                0.96992,                0.94765,                0.98119,                0.71895,                 1.0298,                0.45903,                 1.2092,               0.002542,               0.002542,               0.002542
                    116,                0.90822,                0.46011,                 1.0404,                0.97523,                0.94645,                0.98062,                0.71917,                  1.026,                0.45656,                 1.2057,               0.002476,               0.002476,               0.002476
                    117,                0.89568,                0.45774,                 1.0415,                0.97169,                0.94733,                 0.9805,                0.72019,                 1.0281,                0.45552,                 1.2057,                0.00241,                0.00241,                0.00241
                    118,                0.89881,                0.45833,                 1.0372,                0.96733,                0.94912,                0.98042,                0.72218,                 1.0242,                0.45438,                 1.2039,               0.002344,               0.002344,               0.002344
                    119,                0.89282,                0.45561,                 1.0334,                 0.9691,                0.95013,                0.98198,                0.72309,                 1.0234,                0.45385,                 1.2044,               0.002278,               0.002278,               0.002278
                    120,                0.89358,                0.45703,                 1.0313,                 0.9707,                0.94746,                0.98056,                0.72097,                 1.0239,                0.45421,                 1.2057,               0.002212,               0.002212,               0.002212
                    121,                0.88586,                0.45148,                 1.0316,                0.96681,                0.94835,                0.98109,                 0.7229,                 1.0219,                0.45138,                 1.2041,               0.002146,               0.002146,               0.002146
                    122,                0.87115,                0.44434,                 1.0243,                0.96741,                0.95191,                0.98144,                0.72588,                 1.0201,                 0.4522,                  1.204,                0.00208,                0.00208,                0.00208
                    123,                0.88309,                0.44931,                 1.0298,                0.96347,                 0.9537,                 0.9819,                0.72709,                 1.0193,                0.44898,                 1.2034,               0.002014,               0.002014,               0.002014
                    124,                0.88994,                0.46051,                 1.0323,                0.96401,                0.95399,                0.98169,                0.72751,                 1.0194,                0.44772,                  1.202,               0.001948,               0.001948,               0.001948
                    125,                0.87966,                 0.4477,                 1.0291,                0.97369,                0.94034,                0.98174,                 0.7269,                 1.0198,                0.44934,                 1.2034,               0.001882,               0.001882,               0.001882
                    126,                0.86624,                0.44339,                 1.0237,                0.96614,                0.95102,                0.98157,                0.72687,                 1.0222,                0.44911,                 1.2047,               0.001816,               0.001816,               0.001816
                    127,                0.87873,                0.44832,                 1.0271,                0.96479,                0.95148,                0.98283,                0.72751,                 1.0228,                 0.4495,                 1.2043,                0.00175,                0.00175,                0.00175
                    128,                0.87301,                0.44299,                 1.0251,                0.96995,                0.94853,                 0.9828,                0.72502,                 1.0209,                0.44915,                 1.2037,               0.001684,               0.001684,               0.001684
                    129,                 0.8648,                0.44098,                 1.0203,                0.97083,                0.94849,                 0.9823,                0.72772,                 1.0211,                0.44739,                 1.2047,               0.001618,               0.001618,               0.001618
                    130,                0.86861,                 0.4414,                 1.0212,                0.97485,                0.94657,                0.98206,                0.72607,                 1.0223,                0.44797,                 1.2048,               0.001552,               0.001552,               0.001552
                    131,                0.86512,                0.43603,                 1.0162,                 0.9752,                0.94557,                0.98144,                0.72635,                 1.0245,                0.45032,                 1.2072,               0.001486,               0.001486,               0.001486
                    132,                0.86765,                0.43643,                 1.0205,                0.97522,                0.94615,                0.98069,                0.72566,                  1.024,                0.45084,                 1.2073,                0.00142,                0.00142,                0.00142
                    133,                  0.866,                0.43552,                 1.0176,                0.97389,                0.94657,                0.98077,                0.72657,                 1.0232,                0.45234,                 1.2061,               0.001354,               0.001354,               0.001354
                    134,                0.86063,                0.43407,                 1.0219,                0.97078,                0.94663,                0.98088,                 0.7282,                  1.021,                 0.4516,                 1.2056,               0.001288,               0.001288,               0.001288
                    135,                0.85249,                0.43175,                 1.0146,                0.96828,                0.94568,                0.98099,                0.72805,                 1.0219,                0.45088,                 1.2086,               0.001222,               0.001222,               0.001222
                    136,                0.84082,                0.42432,                 1.0059,                0.96793,                0.94657,                0.98101,                0.72756,                 1.0216,                0.45134,                 1.2093,               0.001156,               0.001156,               0.001156
                    137,                0.85733,                0.43449,                 1.0152,                0.96811,                0.94622,                0.98002,                0.72757,                 1.0217,                0.45185,                 1.2095,                0.00109,                0.00109,                0.00109
                    138,                0.83918,                0.42758,                 1.0085,                0.97164,                0.94301,                0.97979,                0.72693,                 1.0222,                0.45087,                 1.2104,               0.001024,               0.001024,               0.001024
                    139,                0.84691,                0.42751,                 1.0093,                0.97325,                0.93958,                 0.9799,                0.72666,                 1.0222,                0.45127,                 1.2108,               0.000958,               0.000958,               0.000958
                    140,                0.85144,                 0.4294,                  1.019,                0.97298,                0.94123,                   0.98,                0.72744,                 1.0227,                0.45192,                 1.2115,               0.000892,               0.000892,               0.000892
                    141,                0.80211,                0.39562,                 1.0225,                0.97063,                0.94167,                0.97947,                0.72751,                 1.0258,                0.45512,                 1.2134,               0.000826,               0.000826,               0.000826
                    142,                0.78578,                0.38157,                 1.0109,                 0.9664,                 0.9477,                0.98031,                0.72918,                 1.0258,                0.45443,                 1.2139,                0.00076,                0.00076,                0.00076
                    143,                 0.7812,                0.38076,                 1.0087,                0.96471,                0.94945,                0.97857,                0.72625,                 1.0263,                0.45383,                 1.2141,               0.000694,               0.000694,               0.000694
                    144,                0.77525,                0.37616,                 1.0027,                0.96549,                0.94678,                0.97802,                0.72578,                 1.0255,                0.45418,                 1.2139,               0.000628,               0.000628,               0.000628
                    145,                0.77029,                0.37722,                 1.0077,                0.96482,                0.94568,                0.97868,                0.72591,                 1.0254,                0.45292,                 1.2139,               0.000562,               0.000562,               0.000562
                    146,                0.77068,                0.37544,                 1.0072,                0.97321,                0.93821,                0.97919,                0.72622,                 1.0241,                0.45133,                  1.213,               0.000496,               0.000496,               0.000496
                    147,                0.77348,                0.37303,                0.99922,                0.96252,                0.95013,                0.97953,                0.72739,                 1.0232,                0.45132,                 1.2135,                0.00043,                0.00043,                0.00043
                    148,                0.75806,                0.35967,                0.99512,                 0.9742,                0.94132,                0.98095,                0.72787,                 1.0238,                0.45258,                 1.2139,               0.000364,               0.000364,               0.000364
                    149,                   0.76,                0.36731,                0.99588,                0.96974,                0.94177,                0.98033,                0.72791,                  1.024,                0.45177,                 1.2149,               0.000298,               0.000298,               0.000298
                    150,                0.75635,                0.36864,                 1.0002,                0.96836,                0.94924,                0.98076,                0.72767,                 1.0242,                0.45184,                 1.2153,               0.000232,               0.000232,               0.000232
